CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100),Gender_Enc,Cluster,Segment,R_proxy,F_proxy,M_proxy,RFM_Segment
1659,Male,43,96.0,77.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1660,Female,61,105.0,17.0,1,0,New Customers,Low,Low,High,New Customers
1661,Female,24,24.0,99.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1662,Male,61,105.0,23.0,0,0,New Customers,Low,Low,High,New Customers
1663,Female,38,64.0,37.0,1,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
1664,Male,44,125.0,16.0,0,0,New Customers,Low,Moderate,High,New Customers
1665,Male,18,53.0,35.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1666,Male,31,66.0,63.0,0,4,Loyal Customers,High,Moderate,Moderate,Loyal Customers
1667,Male,38,102.0,88.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1668,Female,32,57.0,49.0,1,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
1669,Male,47,22.0,33.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1670,Female,27,71.0,33.0,1,4,Loyal Customers,Low,High,High,Loyal Customers
1671,Male,32,84.0,67.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1672,Female,37,73.0,59.0,1,4,Loyal Customers,Moderate,Moderate,High,Loyal Customers
1673,Female,31,78.0,74.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1674,Male,18,54.0,27.0,0,2,At-Risk / Churn,Low,High,Moderate,At-Risk / Churn
1675,Male,26,44.0,79.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1676,Male,36,103.0,76.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1677,Male,46,24.0,24.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1678,Male,48,114.0,32.0,0,0,New Customers,Low,Low,High,New Customers
1679,Male,49,19.0,33.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1680,Female,22,45.0,68.0,1,1,Discount Seekers,High,High,Moderate,Discount Seekers
1681,Female,30,98.0,80.0,1,3,VIP Customers,High,High,High,VIP Customers
1682,Male,43,51.0,35.0,0,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
1683,Male,26,31.0,71.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1684,Male,31,78.0,21.0,0,0,New Customers,Low,Moderate,High,New Customers
1685,Male,48,28.0,7.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1686,Male,38,46.0,48.0,0,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
1687,Female,27,59.0,44.0,1,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1688,Male,43,119.0,33.0,0,0,New Customers,Low,Moderate,High,New Customers
1689,Female,18,40.0,78.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1690,Female,20,36.0,40.0,1,2,At-Risk / Churn,Moderate,High,Low,At-Risk / Churn
1691,Male,40,32.0,14.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1692,Female,46,117.0,7.0,1,0,New Customers,Low,Low,High,New Customers
1693,Female,21,115.0,70.0,1,3,VIP Customers,High,High,High,VIP Customers
1694,Male,43,22.0,19.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1695,Female,38,82.0,73.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1696,Male,55,32.0,26.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1697,Female,41,29.0,11.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1698,Male,28,28.0,35.0,0,2,At-Risk / Churn,Moderate,High,Low,At-Risk / Churn
1699,Female,39,55.0,41.0,1,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
1700,Female,50,106.0,11.0,1,0,New Customers,Low,Low,High,New Customers
1701,Male,37,47.0,66.0,0,1,Discount Seekers,High,Moderate,Moderate,Discount Seekers
1702,Male,60,110.0,33.0,0,0,New Customers,Low,Low,High,New Customers
1703,Male,38,102.0,86.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1704,Male,50,117.0,19.0,0,0,New Customers,Low,Low,High,New Customers
1705,Female,52,117.0,40.0,1,0,New Customers,Moderate,Low,High,New Customers
1706,Male,39,28.0,11.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1707,Male,29,41.0,80.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1708,Female,29,90.0,73.0,1,3,VIP Customers,High,High,High,VIP Customers
1709,Male,29,40.0,93.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1710,Female,29,30.0,65.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1711,Female,63,33.0,13.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1712,Female,50,43.0,23.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1713,Male,26,35.0,63.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1714,Male,47,101.0,26.0,0,0,New Customers,Low,Low,High,New Customers
1715,Male,47,44.0,22.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1716,Female,34,72.0,50.0,1,4,Loyal Customers,Moderate,Moderate,High,Loyal Customers
1717,Female,42,21.0,18.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1718,Male,22,32.0,73.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1719,Male,31,86.0,52.0,0,4,Loyal Customers,Moderate,Moderate,High,Loyal Customers
1720,Male,34,94.0,79.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1721,Male,30,27.0,30.0,0,2,At-Risk / Churn,Low,High,Low,At-Risk / Churn
1722,Female,43,32.0,7.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1723,Female,33,99.0,78.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1724,Female,49,28.0,30.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1725,Male,19,43.0,85.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1726,Female,45,39.0,16.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1727,Female,57,88.0,31.0,1,0,New Customers,Low,Low,High,New Customers
1728,Female,27,74.0,65.0,1,4,Loyal Customers,High,High,High,Loyal Customers
1729,Male,31,78.0,55.0,0,4,Loyal Customers,Moderate,Moderate,High,Loyal Customers
1730,Male,25,43.0,89.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1731,Female,56,120.0,83.0,1,3,VIP Customers,High,Low,High,VIP Customers
1732,Male,22,36.0,88.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1733,Female,59,94.0,34.0,1,0,New Customers,Low,Low,High,New Customers
1734,Male,43,112.0,28.0,0,0,New Customers,Low,Moderate,High,New Customers
1735,Male,49,36.0,24.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1736,Female,30,49.0,42.0,1,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1737,Male,47,117.0,27.0,0,0,New Customers,Low,Low,High,New Customers
1738,Male,38,25.0,23.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1739,Male,35,122.0,57.0,0,3,VIP Customers,Moderate,Moderate,High,VIP Customers
1740,Female,52,110.0,22.0,1,0,New Customers,Low,Low,High,New Customers
1741,Male,38,48.0,34.0,0,4,Loyal Customers,Low,Moderate,Moderate,Loyal Customers
1742,Male,28,51.0,95.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
1743,Male,30,36.0,67.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1744,Female,61,15.0,22.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1745,Male,60,92.0,32.0,0,0,New Customers,Low,Low,High,New Customers
1746,Female,63,98.0,22.0,1,0,New Customers,Low,Low,High,New Customers
1747,Male,49,49.0,17.0,0,2,At-Risk / Churn,Low,Low,Moderate,At-Risk / Churn
1748,Male,39,105.0,71.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1749,Male,18,30.0,71.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1750,Female,52,31.0,26.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1751,Male,51,98.0,26.0,0,0,New Customers,Low,Low,High,New Customers
1752,Female,44,112.0,85.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1753,Female,44,25.0,25.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1754,Male,33,73.0,90.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1755,Female,28,64.0,36.0,1,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1756,Female,33,60.0,63.0,1,4,Loyal Customers,High,Moderate,Moderate,Loyal Customers
1757,Male,18,50.0,57.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1758,Female,38,101.0,47.0,1,0,New Customers,Moderate,Moderate,High,New Customers
1759,Female,33,18.0,38.0,1,2,At-Risk / Churn,Moderate,Moderate,Low,At-Risk / Churn
1760,Male,47,104.0,36.0,0,0,New Customers,Moderate,Low,High,New Customers
1761,Male,57,86.0,48.0,0,4,Loyal Customers,Moderate,Low,High,Loyal Customers
1762,Male,33,35.0,63.0,0,1,Discount Seekers,High,Moderate,Low,Discount Seekers
1763,Female,48,26.0,1.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1764,Male,60,127.0,41.0,0,0,New Customers,Moderate,Low,High,New Customers
1765,Female,56,33.0,6.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1766,Female,29,93.0,87.0,1,3,VIP Customers,High,High,High,VIP Customers
1767,Female,25,51.0,97.0,1,1,Discount Seekers,High,High,Moderate,Discount Seekers
1768,Male,46,110.0,40.0,0,0,New Customers,Moderate,Low,High,New Customers
1769,Female,32,100.0,82.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1770,Female,38,90.0,66.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1771,Female,58,117.0,33.0,1,0,New Customers,Low,Low,High,New Customers
1772,Male,26,50.0,90.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
1773,Female,37,43.0,54.0,1,4,Loyal Customers,Moderate,Moderate,Low,Loyal Customers
1774,Female,42,54.0,40.0,1,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
1775,Female,18,35.0,81.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1776,Male,37,91.0,77.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1777,Female,28,23.0,85.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1778,Male,55,112.0,32.0,0,0,New Customers,Low,Low,High,New Customers
1779,Female,30,92.0,77.0,1,3,VIP Customers,High,High,High,VIP Customers
1780,Female,29,87.0,49.0,1,4,Loyal Customers,Moderate,High,High,Loyal Customers
1781,Male,43,27.0,2.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1782,Female,35,58.0,56.0,1,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
1783,Female,44,105.0,35.0,1,0,New Customers,Moderate,Moderate,High,New Customers
1784,Female,18,23.0,70.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1785,Female,26,42.0,58.0,1,4,Loyal Customers,Moderate,High,Low,Loyal Customers
1786,Male,20,57.0,31.0,0,4,Loyal Customers,Low,High,Moderate,Loyal Customers
1787,Female,22,26.0,75.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1788,Female,22,40.0,55.0,1,4,Loyal Customers,Moderate,High,Low,Loyal Customers
1789,Male,33,26.0,21.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1790,Female,56,97.0,18.0,1,0,New Customers,Low,Low,High,New Customers
1791,Male,41,26.0,15.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1792,Male,26,25.0,68.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1793,Female,58,116.0,39.0,1,0,New Customers,Moderate,Low,High,New Customers
1794,Female,32,54.0,92.0,1,1,Discount Seekers,High,Moderate,Moderate,Discount Seekers
1795,Male,27,20.0,6.0,0,2,At-Risk / Churn,Low,High,Low,At-Risk / Churn
1796,Male,41,39.0,14.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1797,Male,23,39.0,63.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1798,Male,55,32.0,15.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1799,Male,33,21.0,18.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1800,Female,46,42.0,31.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1801,Male,27,65.0,48.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1802,Female,34,41.0,100.0,1,1,Discount Seekers,High,Moderate,Low,Discount Seekers
1803,Female,43,73.0,81.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1804,Female,27,94.0,92.0,1,3,VIP Customers,High,High,High,VIP Customers
1805,Male,30,88.0,76.0,0,3,VIP Customers,High,High,High,VIP Customers
1806,Female,27,42.0,93.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1807,Female,30,42.0,70.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1808,Female,41,41.0,12.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1809,Male,44,30.0,20.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1810,Male,58,20.0,17.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1811,Female,29,33.0,63.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1812,Female,32,39.0,78.0,1,1,Discount Seekers,High,Moderate,Low,Discount Seekers
1813,Male,37,135.0,92.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1814,Male,43,38.0,23.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1815,Male,48,24.0,33.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1816,Male,28,44.0,46.0,0,4,Loyal Customers,Moderate,High,Low,Loyal Customers
1817,Female,36,90.0,80.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1818,Female,33,33.0,74.0,1,1,Discount Seekers,High,Moderate,Low,Discount Seekers
1819,Female,26,34.0,79.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1820,Female,37,111.0,81.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1821,Female,36,96.0,75.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1822,Female,38,35.0,20.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1823,Male,22,32.0,75.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1824,Male,23,45.0,71.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
1825,Male,33,34.0,72.0,0,1,Discount Seekers,High,Moderate,Low,Discount Seekers
1826,Male,49,98.0,25.0,0,0,New Customers,Low,Low,High,New Customers
1827,Female,34,33.0,24.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1828,Male,37,66.0,54.0,0,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
1829,Male,24,37.0,86.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1830,Male,34,102.0,66.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1831,Male,39,47.0,54.0,0,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
1832,Male,23,23.0,66.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1833,Female,54,100.0,40.0,1,0,New Customers,Moderate,Low,High,New Customers
1834,Male,30,52.0,83.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
1835,Male,31,63.0,60.0,0,4,Loyal Customers,High,Moderate,Moderate,Loyal Customers
1836,Male,34,32.0,67.0,0,1,Discount Seekers,High,Moderate,Low,Discount Seekers
1837,Male,50,40.0,16.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1838,Male,35,94.0,76.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1839,Female,18,64.0,31.0,1,4,Loyal Customers,Low,High,Moderate,Loyal Customers
1840,Female,35,88.0,97.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1841,Male,27,84.0,78.0,0,3,VIP Customers,High,High,High,VIP Customers
1842,Male,47,105.0,19.0,0,0,New Customers,Low,Low,High,New Customers
1843,Female,39,98.0,27.0,1,0,New Customers,Low,Moderate,High,New Customers
1844,Female,21,29.0,93.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1845,Female,27,55.0,45.0,1,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1846,Female,30,123.0,84.0,1,3,VIP Customers,High,High,High,VIP Customers
1847,Female,50,43.0,32.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1848,Male,53,32.0,10.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1849,Male,28,73.0,23.0,0,4,Loyal Customers,Low,High,High,Loyal Customers
1850,Male,19,24.0,77.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1851,Male,36,80.0,76.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1852,Male,36,67.0,34.0,0,4,Loyal Customers,Low,Moderate,Moderate,Loyal Customers
1853,Female,33,46.0,38.0,1,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
1854,Female,41,61.0,54.0,1,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
1855,Female,30,39.0,50.0,1,4,Loyal Customers,Moderate,High,Low,Loyal Customers
1856,Female,34,100.0,70.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1857,Female,21,50.0,56.0,1,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1858,Female,55,111.0,38.0,1,0,New Customers,Moderate,Low,High,New Customers
1859,Male,28,59.0,50.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1860,Female,23,34.0,100.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1861,Female,27,41.0,93.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1862,Female,26,55.0,85.0,1,1,Discount Seekers,High,High,Moderate,Discount Seekers
1863,Female,29,23.0,21.0,1,2,At-Risk / Churn,Low,High,Low,At-Risk / Churn
1864,Male,54,112.0,33.0,0,0,New Customers,Low,Low,High,New Customers
1865,Male,31,44.0,69.0,0,1,Discount Seekers,High,Moderate,Low,Discount Seekers
1866,Female,32,66.0,29.0,1,4,Loyal Customers,Low,Moderate,Moderate,Loyal Customers
1867,Female,31,33.0,30.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1868,Male,42,39.0,23.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1869,Female,36,37.0,33.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1870,Female,30,38.0,59.0,1,1,Discount Seekers,Moderate,High,Low,Discount Seekers
1871,Male,29,64.0,43.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1872,Female,26,126.0,66.0,1,3,VIP Customers,High,High,High,VIP Customers
1873,Male,65,106.0,28.0,0,0,New Customers,Low,Low,High,New Customers
1874,Male,34,74.0,51.0,0,4,Loyal Customers,Moderate,Moderate,High,Loyal Customers
1875,Male,30,40.0,68.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1876,Male,57,108.0,47.0,0,0,New Customers,Moderate,Low,High,New Customers
1877,Male,47,110.0,21.0,0,0,New Customers,Low,Low,High,New Customers
1878,Male,64,107.0,38.0,0,0,New Customers,Moderate,Low,High,New Customers
1879,Male,29,124.0,90.0,0,3,VIP Customers,High,High,High,VIP Customers
1880,Male,61,128.0,5.0,0,0,New Customers,Low,Low,High,New Customers
1881,Female,28,32.0,73.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1882,Male,19,59.0,72.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
1883,Male,30,24.0,63.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1884,Female,31,36.0,75.0,1,1,Discount Seekers,High,Moderate,Low,Discount Seekers
1885,Male,45,23.0,36.0,0,2,At-Risk / Churn,Moderate,Moderate,Low,At-Risk / Churn
1886,Female,55,110.0,39.0,1,0,New Customers,Moderate,Low,High,New Customers
1887,Male,61,30.0,12.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1888,Female,35,118.0,70.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1889,Male,28,27.0,86.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1890,Male,21,70.0,52.0,0,4,Loyal Customers,Moderate,High,High,Loyal Customers
1891,Male,40,32.0,24.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1892,Female,47,132.0,25.0,1,0,New Customers,Low,Low,High,New Customers
1893,Male,24,51.0,22.0,0,2,At-Risk / Churn,Low,High,Moderate,At-Risk / Churn
1894,Male,44,100.0,82.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1895,Female,46,113.0,19.0,1,0,New Customers,Low,Low,High,New Customers
1896,Male,35,50.0,64.0,0,1,Discount Seekers,High,Moderate,Moderate,Discount Seekers
1897,Male,23,49.0,79.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
1898,Male,46,44.0,25.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1899,Female,28,128.0,85.0,1,3,VIP Customers,High,High,High,VIP Customers
1900,Female,29,41.0,49.0,1,4,Loyal Customers,Moderate,High,Low,Loyal Customers
1901,Female,50,97.0,18.0,1,0,New Customers,Low,Low,High,New Customers
1902,Female,32,16.0,28.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1903,Female,18,23.0,82.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1904,Male,39,23.0,29.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1905,Male,23,21.0,87.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1906,Female,28,108.0,84.0,1,3,VIP Customers,High,High,High,VIP Customers
1907,Male,24,69.0,50.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1908,Female,26,98.0,82.0,1,3,VIP Customers,High,High,High,VIP Customers
1909,Male,39,102.0,72.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1910,Female,41,21.0,12.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1911,Male,30,91.0,80.0,0,3,VIP Customers,High,High,High,VIP Customers
1912,Male,29,66.0,53.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1913,Male,27,44.0,58.0,0,4,Loyal Customers,Moderate,High,Low,Loyal Customers
1914,Male,46,104.0,72.0,0,3,VIP Customers,High,Low,High,VIP Customers
1915,Female,52,110.0,30.0,1,0,New Customers,Low,Low,High,New Customers
1916,Female,21,33.0,59.0,1,1,Discount Seekers,Moderate,High,Low,Discount Seekers
1917,Female,33,31.0,61.0,1,1,Discount Seekers,High,Moderate,Low,Discount Seekers
1918,Female,45,106.0,13.0,1,0,New Customers,Low,Moderate,High,New Customers
1919,Male,35,100.0,65.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1920,Female,51,132.0,17.0,1,0,New Customers,Low,Low,High,New Customers
1921,Male,22,41.0,56.0,0,4,Loyal Customers,Moderate,High,Low,Loyal Customers
1922,Female,37,28.0,20.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1923,Female,20,44.0,64.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1924,Female,30,92.0,87.0,1,3,VIP Customers,High,High,High,VIP Customers
1925,Male,24,41.0,68.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1926,Male,58,28.0,20.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1927,Female,55,137.0,27.0,1,0,New Customers,Low,Low,High,New Customers
1928,Male,47,97.0,27.0,0,0,New Customers,Low,Low,High,New Customers
1929,Male,22,31.0,50.0,0,4,Loyal Customers,Moderate,High,Low,Loyal Customers
1930,Male,46,29.0,10.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1931,Male,56,101.0,26.0,0,0,New Customers,Low,Low,High,New Customers
1932,Male,31,126.0,34.0,0,0,New Customers,Low,Moderate,High,New Customers
1933,Female,41,117.0,23.0,1,0,New Customers,Low,Moderate,High,New Customers
1934,Female,26,28.0,93.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1935,Female,21,60.0,68.0,1,1,Discount Seekers,High,High,Moderate,Discount Seekers
1936,Female,22,36.0,65.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1937,Male,29,104.0,75.0,0,3,VIP Customers,High,High,High,VIP Customers
1938,Female,37,61.0,65.0,1,4,Loyal Customers,High,Moderate,Moderate,Loyal Customers
1939,Male,54,131.0,22.0,0,0,New Customers,Low,Low,High,New Customers
1940,Male,37,37.0,34.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1941,Male,54,34.0,8.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1942,Female,29,89.0,64.0,1,3,VIP Customers,High,High,High,VIP Customers
1943,Female,33,57.0,92.0,1,1,Discount Seekers,High,Moderate,Moderate,Discount Seekers
1944,Male,22,50.0,94.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
1945,Male,28,26.0,68.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1946,Female,48,117.0,51.0,1,0,New Customers,Moderate,Low,High,New Customers
1947,Female,47,101.0,31.0,1,0,New Customers,Low,Low,High,New Customers
1948,Male,44,18.0,34.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
1949,Female,37,85.0,99.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
1950,Female,51,100.0,27.0,1,0,New Customers,Low,Low,High,New Customers
1951,Female,32,45.0,22.0,1,2,At-Risk / Churn,Low,Moderate,Moderate,At-Risk / Churn
1952,Male,40,91.0,71.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1953,Male,51,116.0,16.0,0,0,New Customers,Low,Low,High,New Customers
1954,Male,26,33.0,84.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
1955,Female,27,55.0,52.0,1,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1956,Female,34,72.0,61.0,1,4,Loyal Customers,High,Moderate,High,Loyal Customers
1957,Male,18,52.0,74.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
1958,Female,44,95.0,30.0,1,0,New Customers,Low,Moderate,High,New Customers
1959,Female,19,26.0,76.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
1960,Male,29,47.0,74.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
1961,Female,51,29.0,7.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1962,Female,54,103.0,28.0,1,0,New Customers,Low,Low,High,New Customers
1963,Male,26,57.0,52.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
1964,Male,28,91.0,78.0,0,3,VIP Customers,High,High,High,VIP Customers
1965,Female,67,88.0,20.0,1,0,New Customers,Low,Low,High,New Customers
1966,Female,40,125.0,39.0,1,0,New Customers,Moderate,Moderate,High,New Customers
1967,Female,50,33.0,9.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
1968,Male,42,97.0,71.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
1969,Female,40,75.0,75.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
